X1,X2,X3,X4,X5,X6,classe_CA,classe_CB,classe_CC,classe_CD,classe_CE
99,13,32,67,70,34,0,0,0,1,0
102,13,39,65,60,37,0,0,0,1,0
89,24,36,75,60,32,0,0,0,1,0
94,11,40,67,70,38,0,0,0,1,0
95,23,39,70,70,42,0,0,0,1,0
92,12,33,67,66,45,0,0,0,1,0
90,16,39,76,67,32,0,0,0,1,0
100,16,27,76,60,37,0,0,0,1,0
95,19,38,69,71,32,0,0,0,1,0
92,21,29,78,72,37,0,0,0,1,0
99,23,35,65,64,44,0,0,0,1,0
92,24,33,75,63,44,0,0,0,1,0
100,19,28,65,59,32,0,0,0,1,0
91,11,26,79,71,37,0,0,0,1,0
93,19,33,70,70,45,0,0,0,1,0
101,22,36,75,68,35,0,0,0,1,0
101,18,29,72,59,32,0,0,0,1,0
102,24,34,75,60,35,0,0,0,1,0
89,18,26,66,65,43,0,0,0,1,0
93,13,32,73,62,34,0,0,0,1,0
101,23,32,69,62,40,0,0,0,1,0
97,20,31,67,66,33,0,0,0,1,0
91,22,31,76,69,32,0,0,0,1,0
94,13,29,70,64,44,0,0,0,1,0
101,20,29,66,64,43,0,0,0,1,0
98,14,33,74,63,42,0,0,0,1,0
97,22,27,70,71,42,0,0,0,1,0
101,18,36,68,60,37,0,0,0,1,0
90,17,33,68,65,33,0,0,0,1,0
93,13,29,68,62,35,0,0,0,1,0
93,12,35,74,60,45,0,0,0,1,0
95,17,30,69,62,44,0,0,0,1,0
92,17,35,70,63,33,0,0,0,1,0
90,17,31,65,72,34,0,0,0,1,0
92,19,34,74,72,34,0,0,0,1,0
102,19,35,67,69,33,0,0,0,1,0
101,18,27,68,64,38,0,0,0,1,0
93,21,26,79,60,37,0,0,0,1,0
101,22,33,65,71,36,0,0,0,1,0
97,24,30,69,72,41,0,0,0,1,0
103,21,40,68,61,34,0,0,0,1,0
95,19,35,67,60,39,0,0,0,1,0
17,77,61,79,86,68,0,0,0,0,1
21,79,61,84,87,74,0,0,0,0,1
15,74,64,84,91,70,0,0,0,0,1
23,73,64,84,88,73,0,0,0,0,1
16,79,57,78,90,72,0,0,0,0,1
22,74,58,75,91,66,0,0,0,0,1
18,76,62,84,82,73,0,0,0,0,1
15,82,62,76,82,65,0,0,0,0,1
16,74,67,78,86,73,0,0,0,0,1
14,78,61,76,85,64,0,0,0,0,1
21,83,57,83,86,73,0,0,0,0,1
19,77,62,77,91,74,0,0,0,0,1
16,78,59,80,90,74,0,0,0,0,1
14,73,64,85,89,66,0,0,0,0,1
22,83,67,83,88,64,0,0,0,0,1
20,74,66,84,90,70,0,0,0,0,1
17,80,58,84,90,74,0,0,0,0,1
21,82,64,85,83,72,0,0,0,0,1
19,77,63,83,90,73,0,0,0,0,1
15,75,63,85,88,68,0,0,0,0,1
16,75,57,75,92,72,0,0,0,0,1
17,80,59,75,90,74,0,0,0,0,1
20,74,59,75,91,68,0,0,0,0,1
15,75,57,84,90,64,0,0,0,0,1
14,82,58,77,85,74,0,0,0,0,1
15,79,57,80,85,65,0,0,0,0,1
18,76,61,78,86,67,0,0,0,0,1
18,74,67,84,91,69,0,0,0,0,1
13,73,64,84,90,72,0,0,0,0,1
15,74,60,79,89,64,0,0,0,0,1
22,81,58,80,90,65,0,0,0,0,1
13,73,58,79,92,71,0,0,0,0,1
13,79,62,85,87,73,0,0,0,0,1
20,76,57,83,90,72,0,0,0,0,1
23,75,62,77,85,67,0,0,0,0,1
21,77,57,78,85,68,0,0,0,0,1
20,73,61,79,91,68,0,0,0,0,1
18,77,64,83,84,65,0,0,0,0,1
23,74,66,80,86,70,0,0,0,0,1
22,79,63,84,83,72,0,0,0,0,1
17,80,57,77,89,66,0,0,0,0,1
17,81,64,77,87,64,0,0,0,0,1
18,76,64,80,82,72,0,0,0,0,1
21,81,63,79,84,68,0,0,0,0,1
20,73,59,83,82,69,0,0,0,0,1
15,74,60,83,86,73,0,0,0,0,1
18,73,66,81,83,74,0,0,0,0,1
16,76,59,76,85,64,0,0,0,0,1
17,75,58,80,88,65,0,0,0,0,1
21,80,60,82,87,67,0,0,0,0,1
22,73,65,76,83,73,0,0,0,0,1
22,83,59,79,84,67,0,0,0,0,1
15,82,59,82,83,66,0,0,0,0,1
13,78,66,78,92,67,0,0,0,0,1
23,81,62,81,90,67,0,0,0,0,1
21,79,62,82,88,74,0,0,0,0,1
18,78,66,83,83,71,0,0,0,0,1
21,79,66,78,83,71,0,0,0,0,1
15,77,66,78,86,71,0,0,0,0,1
21,79,64,79,89,71,0,0,0,0,1
22,73,58,76,85,69,0,0,0,0,1
17,81,66,84,92,74,0,0,0,0,1
23,80,66,78,92,68,0,0,0,0,1
13,81,59,83,92,67,0,0,0,0,1
23,79,67,83,92,68,0,0,0,0,1
19,74,64,75,92,73,0,0,0,0,1
20,75,66,81,92,64,0,0,0,0,1
14,73,60,82,89,72,0,0,0,0,1
22,75,61,81,92,65,0,0,0,0,1
18,77,58,81,91,70,0,0,0,0,1
17,73,60,81,84,73,0,0,0,0,1
23,75,58,78,85,71,0,0,0,0,1
22,79,62,82,85,70,0,0,0,0,1
22,81,66,75,90,64,0,0,0,0,1
18,83,57,85,87,67,0,0,0,0,1
15,81,59,83,90,69,0,0,0,0,1
15,81,60,78,82,65,0,0,0,0,1
15,79,61,78,90,73,0,0,0,0,1
20,78,64,84,85,70,0,0,0,0,1
15,79,66,85,82,67,0,0,0,0,1
15,77,61,80,85,73,0,0,0,0,1
16,80,64,75,87,74,0,0,0,0,1
22,83,57,78,91,72,0,0,0,0,1
17,75,65,76,87,65,0,0,0,0,1
18,73,67,82,86,74,0,0,0,0,1
22,73,63,81,88,73,0,0,0,0,1
18,83,61,83,88,74,0,0,0,0,1
20,74,65,76,84,72,0,0,0,0,1
22,79,61,81,89,74,0,0,0,0,1
13,82,66,78,91,71,0,0,0,0,1
20,76,63,83,89,72,0,0,0,0,1
20,76,64,84,82,70,0,0,0,0,1
14,82,67,85,89,68,0,0,0,0,1
17,73,61,84,89,74,0,0,0,0,1
13,83,65,82,88,71,0,0,0,0,1
13,74,62,76,83,67,0,0,0,0,1
15,78,62,79,87,72,0,0,0,0,1
21,83,60,85,90,68,0,0,0,0,1
23,74,63,79,88,65,0,0,0,0,1
13,81,62,83,89,66,0,0,0,0,1
20,77,64,79,91,72,0,0,0,0,1
15,76,59,81,85,65,0,0,0,0,1
23,73,65,76,90,74,0,0,0,0,1
13,80,58,76,91,64,0,0,0,0,1
18,75,60,78,83,69,0,0,0,0,1
18,77,65,77,91,71,0,0,0,0,1
23,80,64,81,91,73,0,0,0,0,1
13,78,67,76,85,74,0,0,0,0,1
18,74,64,78,89,66,0,0,0,0,1
13,74,60,84,89,73,0,0,0,0,1
18,79,57,77,86,70,0,0,0,0,1
23,79,63,84,83,67,0,0,0,0,1
21,73,58,85,87,74,0,0,0,0,1
14,74,67,85,92,70,0,0,0,0,1
17,82,60,76,89,69,0,0,0,0,1
23,74,58,75,82,70,0,0,0,0,1
13,76,64,75,91,66,0,0,0,0,1
15,80,62,75,84,64,0,0,0,0,1
21,79,64,77,89,74,0,0,0,0,1
16,80,64,81,90,73,0,0,0,0,1
14,76,63,80,85,73,0,0,0,0,1
13,74,60,78,83,73,0,0,0,0,1
15,75,65,79,83,65,0,0,0,0,1
20,77,63,80,90,65,0,0,0,0,1
15,81,64,80,84,70,0,0,0,0,1
14,76,64,85,86,74,0,0,0,0,1
15,80,59,76,84,66,0,0,0,0,1
16,73,63,81,85,74,0,0,0,0,1
21,80,61,85,85,74,0,0,0,0,1
15,78,59,75,92,74,0,0,0,0,1
23,82,63,78,88,72,0,0,0,0,1
16,74,67,81,89,71,0,0,0,0,1
20,78,66,84,90,73,0,0,0,0,1
15,75,65,76,91,67,0,0,0,0,1
20,80,58,80,91,72,0,0,0,0,1
15,81,64,76,87,68,0,0,0,0,1
21,75,66,83,90,69,0,0,0,0,1
13,76,63,79,89,67,0,0,0,0,1
13,77,62,84,85,66,0,0,0,0,1
19,75,60,81,84,73,0,0,0,0,1
20,76,63,81,86,65,0,0,0,0,1
16,81,58,84,85,65,0,0,0,0,1
16,77,57,75,92,64,0,0,0,0,1
18,83,61,84,87,71,0,0,0,0,1
17,77,64,82,87,71,0,0,0,0,1
20,75,63,78,84,72,0,0,0,0,1
17,83,63,82,85,73,0,0,0,0,1
18,73,58,76,85,68,0,0,0,0,1
23,76,57,78,90,71,0,0,0,0,1
22,78,59,75,89,67,0,0,0,0,1
13,74,63,76,82,66,0,0,0,0,1
18,81,60,79,84,72,0,0,0,0,1
19,73,64,84,83,74,0,0,0,0,1
16,77,66,75,86,66,0,0,0,0,1
20,83,58,84,85,67,0,0,0,0,1
